FEN	Rating
4q3/1p2r2k/p2R2p1/7p/5Q1P/1P4P1/P3rR1K/8 w - - 5 34	1398
8/p4pk1/2q3n1/6p1/6R1/4Q1PP/5PK1/8 w - - 12 42	1290
2k3r1/pp3p2/7p/1PpPR3/2P3rq/P1N5/7Q/R4B1K w - - 3 31	863
3N4/pp2r1p1/2p2k1p/3p4/1P4PP/P1n2P2/2P2K2/4R3 b - - 2 38	1338
2r5/p3kppp/5n2/2r5/1PN1p3/2R1P3/P3K1PP/2R5 b - - 0 21	1398
5R2/5b2/5k1P/8/5p2/5P2/1r4PK/8 b - - 1 57	1188
4r1k1/5pnp/6p1/8/6q1/2Q5/1B3P1P/5R1K b - - 1 33	791
6rk/p2q4/1p1p1p2/3Pp1np/4P3/1P2NP2/P1RQ2P1/6K1 w - - 1 31	1398
r2q1r1k/3b2p1/p2p2PB/1pp1b2Q/2PnP3/3P2RP/PP4B1/R6K b - - 0 24	861
8/2r5/8/p7/P2PKR1p/1P4k1/8/8 w - - 2 49	1398
r2qk2r/ppp2ppp/2np2N1/3np3/2B1P1P1/3P3P/PPP2b2/R1BQ1K1R b kq - 1 11	1398
8/4k3/5p2/3R4/P7/2P1p3/1PK2r2/8 w - - 2 38	1398
r2r2k1/p1qbbppp/5n2/3pp1B1/8/2NQ1N1P/PPP2PP1/1K1R3R w - - 0 15	1398
2krr3/ppp2ppp/8/4n3/6b1/2b1P1B1/PP3PPP/2R1KB1R w K - 0 15	1095
2r2rk1/pb1qbpp1/1p2P2p/8/1n2BB2/2P2NP1/P1Q2P1P/R3R1K1 b - - 0 19	1398
r1b2rk1/ppq2pp1/2pb3p/3pN2n/1P1P4/2NBP3/P1Q2PPP/1R3RK1 w - - 1 16	1398
3r1rk1/ppq2p1p/5Pp1/2b4b/4B3/5N2/PP4RP/R1B2Q1K w - - 7 28	1290
4k3/3R1p2/2PK4/r3PP2/p7/Pp5p/1P5P/8 w - - 5 44	1215
1r3bk1/5p1p/4p1p1/q7/P3P3/4BP2/Q5PP/1R4K1 w - - 1 31	1095
3B4/1p6/4k3/1p6/P1P4p/2K2n2/8/8 w - - 0 39	1398
r2qkb1r/pppbnppp/8/3QP3/8/8/PPP2PPP/RNB1K1NR w KQkq - 0 9	1398
1nr3rk/pb3p1p/1p3PpQ/8/3P1R2/P1qB2N1/6PP/5RK1 b - - 4 24	1007
4Q3/5ppk/1R4p1/3P2n1/5q2/2P3N1/P6P/4R1K1 w - - 3 33	1012
2kr3r/pp1b2n1/2nQ1p1q/1N6/2P1P2p/P7/1P2BPPP/1R2R1K1 b - - 3 22	1484
3k3r/1r2qp2/1pQR2pp/p7/7P/8/PPP2PP1/2K5 b - - 0 27	857
5rk1/2p5/1p6/p1n2Nqp/3NPnp1/2P4P/PP1Q2P1/R4BK1 w - - 2 29	1398
5k1r/ppN1b1pp/2n2n2/5Q2/1P6/2q2N2/P3PPPP/3RKB1R w K - 0 19	1195
8/2p3pk/p2b3p/2p1N3/2P5/3P2P1/P4P1P/6K1 w - - 3 32	1073
3r1rk1/p4pb1/2p1p2p/1p2P3/3q1PQ1/1P1B2B1/P1P2P1K/6R1 b - - 6 26	1074
1Qr4k/P5p1/5p1p/4p3/8/7P/2p2PP1/2Rq2K1 w - - 2 40	1371
r3qk2/pp4bp/2n1b1p1/8/5Qn1/5N2/PP3PPP/R1BR2K1 b - - 3 17	1398
r1bqr1k1/1p2bp2/p1p1pn1Q/6N1/2PPB3/8/PP3PPP/R4RK1 b - - 2 15	870
2kr2nr/1ppq2p1/1bn1p2p/p2p4/P2PP3/2NQBN2/1P3PPP/R4RK1 w - - 0 14	1398
5r1r/1p3pkP/6p1/p1p1p1N1/PnPq4/3P1R2/5P2/1KQ4R b - - 1 33	834
3r4/2p1np1p/1p2p1pP/p4k2/2PrNB2/5BP1/PPK2P2/4R3 w - - 2 25	1344
rr4k1/pRpq1ppp/2n2n2/4p3/P1Pp4/B2P1BP1/P3PP1P/3Q1RK1 w - - 1 14	1398
8/5Kp1/7p/p4P2/k6P/8/8/8 b - - 1 46	1066
4R3/kr5p/pp6/7p/4Q3/P6P/1P4PK/3q4 w - - 2 37	1398
r4rk1/1pq1b1p1/p1n2n1p/4pQ2/3p3B/5N2/PP2NPPP/R2R2K1 b - - 1 20	1398
3r4/1k4Q1/q4n1p/P7/2p1r3/7P/1PP3P1/R4RK1 b - - 0 31	1127
2r3k1/5ppp/5n2/q7/P1rQ4/4PN2/5PPP/RR4K1 w - - 3 21	1398
r1b2k1r/p1p3p1/1p1q3p/3N4/4Q3/8/PPP3PP/R6K b - - 3 19	1322
7k/p4qp1/bp1b3p/n1pP4/2P5/1PBB2P1/P3Q2P/6K1 b - - 1 30	1314
r2qk2r/pbpn1ppp/1p2pn2/8/1b1PN3/2N3P1/PPP2PBP/R1BQR1K1 b kq - 0 10	1236
4rrk1/5Rpp/1p1q4/3p1Q2/1n1P1N2/4P2P/6P1/4R1K1 w - - 1 28	1398
r2q1rk1/1ppnbpp1/p2p3p/P2Pp1nb/1PB1P3/2P2N1P/5PP1/R1BQRNK1 w - - 3 15	1398
2r2k1r/pp3ppp/2q2n2/5B2/8/Q5P1/PP3P1P/R1B3K1 b - - 5 23	1053
2Q5/5kp1/5p2/7p/8/2R2P1P/3q1K2/8 w - - 5 46	1032
8/2pR4/5Nk1/pr1K2P1/7P/1Pr5/P1P5/7R w - - 3 32	849
8/R5bk/2K2qp1/3Q3p/8/8/8/8 w - - 1 45	1398
7r/pQ3ppk/6p1/PP2p2n/3bP3/5P2/2r3PP/1RB2R1K w - - 1 30	1195
2r1r1k1/p2N1ppp/2p2b2/q2n1Q2/3P2P1/P5BP/1P2RP2/4R1K1 b - - 5 23	850
6k1/2r4p/6p1/p7/Pb6/8/1P1NRPKP/8 w - - 1 33	1398
1r5k/6p1/4Qp1p/4p3/Pq6/1P5P/6P1/3R3K b - - 0 37	1431
r4r2/pp4p1/3k2Pp/8/1Pp1p3/P1Pb3P/6P1/3RRNK1 w - - 2 25	1398
r3r1k1/1pp1pp1p/p1q3p1/2PnR3/3P4/1Q6/PP3PPP/R1B3K1 b - - 0 17	1392
r6k/6pp/8/2bPBP2/2P5/p7/2R3PP/5K2 w - - 0 40	1398
4kb1r/p1Rb1p2/1rn4n/3B2Np/8/4PN2/P1P2PPP/5RK1 w k - 1 17	1398
1r3k2/2q1n2p/p2bR3/p2p1p2/6p1/2P3P1/RPQ3BP/6K1 w - - 1 34	1398
8/2p5/pp1p1p1k/P2P1P1P/1P4K1/8/8/8 b - - 0 42	1283
5rk1/2p4p/1p1pN1p1/3Pp3/2P1R3/3Q4/r4qPP/R6K w - - 2 27	1094
6k1/6p1/2q5/7Q/3p3P/4p1P1/8/5R1K w - - 0 40	1209
5r2/2kp1B2/1p2p1pp/3nP1N1/1p1PK3/2b5/P1P2P1P/1R5R w - - 0 27	1398
8/7p/3k1pp1/p2P4/1p2K1P1/1P6/P6P/8 w - - 1 33	1398
r1r3k1/1p3p1p/4p1p1/n2pP3/3P3P/pq1B1Q2/PP1R1PP1/1K5R w - - 2 22	1276
5rk1/Qpp2pp1/6qp/4P2b/8/1BP4r/P4PP1/1R2R1K1 w - - 0 26	1154
1k1r2r1/1b2np1p/pq2p1p1/1p6/1P1NPP2/1P2B1N1/6PP/Q1R4K b - - 6 21	1398
5r1k/ppq2pp1/2r1p2p/3pP3/3P1Q1P/PP1R2R1/5PP1/6K1 b - - 4 26	1053
3q1rk1/p4ppp/5b2/3B1Q2/3p4/4p3/PPr2PPP/1R3RK1 w - - 0 19	1398
r2q1rn1/4bpk1/4R1p1/p2p2B1/1pp5/2P2PN1/PPQ2PP1/RB4K1 b - - 0 19	870
3r2k1/6p1/R4pP1/1p3P2/1bp1B3/4KP1P/P7/8 w - - 3 49	1398
7k/4Q3/p2p2p1/1pq3N1/5P2/P3K3/1PP5/8 w - - 5 34	917
8/2p1k3/1p1bq3/3Qp1p1/PP2PpP1/5N2/5PK1/8 w - - 1 38	1398
8/b5R1/p2rpk1p/P1p1n3/2P2B2/5P1B/4K2P/8 b - - 0 32	863
8/1p1k1N2/1p6/p1r3pP/P1n1R3/4K2P/6P1/8 w - - 0 37	1134
1rr1b3/5pkp/p3pnp1/2Np4/3P4/NP3PP1/P4K1P/2RR4 w - - 5 29	1398
rn2r1k1/pp3pp1/3q1b1p/3pN2Q/3P4/6P1/PP4PP/RN3RK1 b - - 2 17	1398
8/2p5/1p1pk1p1/pP3rP1/P1PRKP2/8/8/8 b - - 1 40	1283
1rbqk2r/3pbppp/p7/3pP3/2pN4/4BP2/PPPQ2PP/1K1RR3 w k - 2 15	1290
r5k1/1pp3pp/3p4/p2b1N2/P4R2/2P3PQ/1P3K1P/7q b - - 7 32	769
8/5r2/P6R/8/8/5K2/7p/5k2 w - - 10 59	1398
2r5/1b2p2k/p2p2p1/q2P4/1pBQ2P1/5r2/PPP5/1K5R b - - 1 21	870
5k2/pp3rp1/2p5/2P3RP/4q2K/4P1PQ/PP6/8 w - - 7 42	1398
1r4k1/3nppbp/2Pp1np1/8/2p1P3/1QP1BN1P/3N1PP1/rR4K1 b - - 0 18	1168
r1r5/5k2/p2pp1p1/1p5p/5B1P/P1Q2P2/qPP3P1/2KRR3 w - - 1 22	1100
2b2rk1/3n1pp1/2p5/4P1N1/1P1q4/5Q2/3B1P1P/R5K1 w - - 1 27	1398
2k4r/ppp2Qpp/4p3/1Nb1q3/P7/1P5P/5PP1/3R2K1 b - - 0 21	793
1n1r2k1/Qbp1bppp/p3p3/1p2N1B1/8/2n2P2/PPP3PP/2K2B1R w - - 0 16	1007
3r1k2/pp2p1bp/1q4p1/8/3PR3/BB6/P4PPP/3R2K1 b - - 3 21	897
rnbqk2r/ppppn1pp/1b2pB2/4N3/3PP3/8/PPP2PPP/RN1QKB1R b KQkq - 0 6	1100
8/1p2K2R/p7/1pP5/1Pk5/P1P5/6rp/8 w - - 3 37	1398
r1b1r1k1/1p1pppbp/p1n3p1/2P5/1P2Pqn1/P1NB1N2/1BQ2PPP/R4RK1 w - - 3 14	1053
r4rk1/3pbppp/q7/2pQ4/3nP3/P1B5/1P3PPP/3RK1NR w K - 3 15	1338
r2qk1nr/pp3ppp/8/3pP3/3P1PQn/2P5/P1P3PP/R1B2RK1 b kq - 2 15	1229
r4r2/p3Qpkp/1pq3p1/2p2bN1/8/8/PPP2PPP/R2R2K1 b - - 0 18	1398
8/8/1R6/8/4pk1P/p7/rP2KP2/8 w - - 0 48	1398
3q4/r2nkpp1/pp2p1p1/n7/P1pPQPP1/2P2NP1/1P2BK2/7R w - - 1 23	1385
8/8/5R2/2k1r3/1p4P1/8/5K1P/8 w - - 0 44	1398
r2q1r2/1pp4p/p2bR3/3n2p1/3P2k1/3BR2P/PPP2PP1/6K1 b - - 0 24	870
rnb2q2/pp3nkp/2pb2pN/8/4P2Q/1BN1B3/PPP3PP/6K1 b - - 1 19	1095
r1b2rk1/pp4p1/2pb3p/5N2/2PNp2q/1P2P3/PBQP1n2/2KR2R1 b - - 0 18	992
r2bk1nr/1R3N2/3Qb3/p7/1nP4p/4P3/4qPPB/5RK1 b kq - 0 21	1019
4r3/1p2kp2/3r2bp/3P2p1/2q3P1/Q6P/P3N3/R2K1B1R w - - 3 29	1398
8/1b5p/1P2pp2/P2p4/1Pk5/2P1P3/6PP/6K1 b - - 0 32	1398
rnbqk2r/pppp1ppp/8/2bPp3/4n3/2P2N2/PP2BPPP/RNBQ1RK1 b kq - 4 7	1398
3rn1k1/1q1rbppp/p3p3/1p2B2Q/8/P1PB4/1P1R1PPP/3R2K1 b - - 2 23	1398
3bk1r1/pBp2pp1/4p3/8/2P4p/BP4P1/n4P1P/3R2K1 b - - 0 20	870
6k1/5pp1/3q1n1p/3p4/1Q6/2PB3P/6P1/7K b - - 3 29	1398
r2qr2k/p6p/5bpQ/1p1p4/2p1p1bP/2P1P3/PPBN1B2/R3K2R w KQ - 1 24	1398
8/p4kbp/6p1/4p3/5P2/2p1K3/6PP/2R5 w - - 0 45	1398
r1bqk2r/ppp2ppp/3p4/3Qn3/1bP1P3/P7/1P1N1PPP/R1B1KB1R b KQkq - 0 9	1398
2krr3/p4ppp/1b6/4P3/8/2R2BPq/PQ1p1P2/1R4K1 b - - 1 29	616
r6k/p1R3p1/1p3n1p/3p1q2/1P1Qr3/1P2B2P/5PP1/4R1K1 w - - 5 28	1398
8/8/2k2p1p/ppp3P1/5P1P/1P1K4/8/8 b - - 1 40	1303
4r3/r5k1/1q3ppp/2p5/2B1PQ2/pp1P4/6PP/R4RK1 w - - 0 35	1398
4b1k1/4r1b1/4P2B/2p3R1/1q3p2/3P1R1P/1r3PP1/2Q3K1 w - - 2 28	1398
2kr3r/pp1n2p1/2p1pbQ1/3p4/3P4/2q1B1P1/P2N1P1P/1R3RK1 b - - 3 19	1344
8/6pk/p5bp/3n1p2/1PRQ4/P2N2PP/r4P2/3q1BK1 w - - 4 38	1297
8/8/8/4pp2/8/R2rkPKP/8/8 w - - 2 56	1398
6k1/1r3pn1/3Ppb2/2p1p3/r1P1B3/p1P1P2R/R7/3N3K b - - 0 39	1282
r3kb1r/5ppp/p2ppq2/1pp5/4P1b1/P2P1N2/BPP2PK1/R1BQ3R w kq - 2 15	1398
r3k2r/pbq2pbp/1p2p1p1/3n2B1/3N4/8/PPQNBPPP/R4RK1 b kq - 0 14	998
8/5pkp/6p1/4R1P1/P3P3/4r3/1K6/8 b - - 0 54	1398
5r1k/p1q4P/4Qp1N/2pp2p1/8/3B4/8/5K2 b - - 1 42	1170
6k1/p4ppp/1p6/2n2N2/3p1r2/5P2/PP4PP/4R1K1 b - - 1 25	996
4r1k1/ppq4p/2pb2p1/3p1p2/3Pn3/P1NB1Q1P/1PPB1PP1/4R2K w - - 4 21	951
8/5k2/p2PP1p1/1p5p/2pQ1P1q/P7/4K2p/8 b - - 0 50	854
1k1r4/p7/1pQ5/8/P2r4/1B2qP2/6PP/2R3K1 w - - 1 35	1317
8/8/6pp/8/1p1bp1kP/1P2N1P1/4KP2/8 b - - 2 40	1398
3rk3/2q2p1p/p3p3/1p1b4/5b2/3BQ2P/P1P2PP1/3R1RK1 w - - 3 21	1398
3r3k/2p3pp/3p1r2/4p3/8/PP1QPpPq/1BP2P1P/R5RK w - - 6 24	1019
2kN2nr/2p3q1/1p1p3p/5p2/P1P2B2/5Q2/6PP/b3R1K1 b - - 0 23	883
r5k1/3N3p/1p2p1p1/1P6/3Pb3/5pP1/5P1P/2R3K1 b - - 1 33	1371
5rk1/8/3q4/1p6/3P2p1/1PQ2pp1/P4P1P/4R1K1 w - - 0 36	1290
3rr1k1/1p3pbp/p2B1np1/4P3/2P5/3Q2N1/Pq4PP/3R1R1K b - - 0 20	1236
6k1/pp3pp1/2p4p/P3Q3/2q1K3/6P1/2P3P1/R7 w - - 5 33	1364
q1r2rk1/1b3p1p/6p1/4n3/3b1B2/1QN3P1/1P2BP1P/2R2RK1 w - - 4 26	1114
8/p3k2p/1p2b1p1/8/2B5/2K3P1/PP5P/8 b - - 1 30	1337
r1b1k2r/pp1pnppp/1q6/1Pb1p3/2PnP3/5P2/1B1P2PP/RN1QKBNR w KQkq - 1 9	1093
1k5r/p5pp/P1R1B2n/1N6/1b2pp2/5K2/1r3PPP/2R5 w - - 0 29	1154
r5k1/4ppbp/3p2p1/2pP4/N3P1n1/1R3NP1/2rB1PKP/7R w - - 0 22	1398
r4b2/pppkq3/8/3p4/1n3Q2/N3P3/PPP2PPP/R3K2R w KQ - 3 16	924
r2q1rk1/1b2bp2/2n1p1RP/p2pP2B/2p2B2/1pP1P3/PPQN1P1P/2K4R b - - 0 18	1363
r2q1r1k/1pp4p/p3bbp1/8/P2pPBN1/3P3P/1PPQKP2/R6R w - - 0 19	1398
r5k1/1p2bppp/2r5/3RB3/1P6/P7/5PPP/R4K2 b - - 0 25	1188
r4rk1/pp2ppbp/3p2p1/1q6/1n1PPP2/1PP2R2/2QB2PP/RN4K1 w - - 3 18	1398
8/3B2p1/5p1k/1Pb3p1/6P1/5r2/6K1/1R6 b - - 5 62	832
2r1k2r/1p1n1pp1/p7/3NPp1p/1Pq2P2/P2Q3P/2P3P1/R3K2R w KQk - 3 18	1337
6k1/5pp1/Q3p2p/P7/8/5P2/5PK1/3q4 b - - 2 32	1249
b1r2rk1/pn3ppp/1p5q/3BN3/2PQ4/5R2/P4PPP/2R3K1 w - - 7 22	1093
r1b2n2/p3kBr1/2p2R1p/2N5/1p5B/8/PPP3PP/6K1 b - - 5 26	1115
5rk1/1p3ppp/1p2p1n1/1N1pP1N1/Pb1P4/1P2P3/6PP/5RK1 w - - 2 21	1398
8/p4p1k/1p2nq1p/n1p1BNpQ/4P3/2P4P/P4PP1/6K1 b - - 0 29	1145
4r1k1/3p1p2/Rp3qpp/2PB4/1P6/6Q1/5PPP/4rRK1 w - - 1 25	1012
1r1k4/3b2r1/p3PNp1/3P1pP1/8/q1p5/1P2Q3/1K1R3R w - - 0 39	876
rnb2rk1/p6p/1pp1p2b/3pP1q1/3PP3/1NPB2p1/PP3QP1/R1B2RK1 w - - 0 19	1263
2r3k1/6pp/1pr1p3/p1np2P1/P1P2P2/1P1R3P/6BK/4R3 w - - 1 31	1398
8/8/p7/P2k2p1/4pp2/1KBp1P2/6P1/8 w - - 0 41	1398
5rk1/2p2p1p/p2p2p1/8/2B2P2/4q2P/PQP5/6RK w - - 1 26	1227
3r4/8/1PR5/1KP1pk2/8/5p2/8/8 w - - 4 49	1398
3q3k/Q6p/5p2/8/1P6/3p4/P5PP/5K2 w - - 0 32	1398
6R1/1p3Q1p/6p1/8/1q4kP/6P1/5PK1/1r6 b - - 2 34	870
3r1rk1/p1p2ppp/q1B1b3/2b1P3/5P2/2P2Q2/PP4PP/R1B2R1K w - - 1 20	1337
8/pR6/2P5/6k1/7p/5K2/r6P/8 b - - 1 33	1371
rnbqkb1r/pp3pp1/3pp2p/2p5/2B1n3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 7	1398
r5k1/5ppp/n1Q5/p7/5q2/1P6/P5BP/3R3K b - - 0 25	910
8/3R4/4prpk/4Q3/3P4/4Pq2/6pP/2R3K1 w - - 3 42	956
8/5pk1/5p2/3B3p/5K1P/5PP1/2b5/8 b - - 0 60	1270
r2q1rk1/ppp2ppp/2n5/2np3b/6P1/1BP2p1P/PP1N1P2/R1BQR1K1 w - - 0 13	1215
r3k2r/p4ppp/2n1b3/1pb5/Bn6/5N2/PPP2PPP/R1BNK2R w KQkq - 0 13	1398
3r1k2/pb3ppQ/1p2pb1p/1B1q4/8/5P2/5B1P/1R3RK1 b - - 0 26	1316
r2q1r1k/ppp3bp/6b1/6p1/5pP1/1BP4Q/PP1B1P1P/R4RK1 w - - 3 20	1398
8/4k3/2Kb2p1/1p3p2/5P2/1P2B2P/8/8 b - - 5 44	1276
8/8/2r2k2/8/6p1/1R3pP1/PKPRrP2/8 w - - 5 50	1398
8/6k1/2R3P1/3p4/P2P3N/2b3P1/1qp5/5R1K b - - 2 49	870
1r5k/6bp/p2q2p1/n2Bpn2/2P1Q1N1/6PP/PB5K/1R6 w - - 8 31	1358
r2qkb1r/1ppbn2p/p2p2B1/7Q/3n4/7P/PPP2PP1/RNB1R1K1 b kq - 0 12	870
r4rk1/1p1q1pp1/2np3p/2p1pPb1/p3N1Q1/P1PP4/1P3PPP/R1B2RK1 b - - 2 16	1032
r4rk1/ppp2ppp/2n2q2/2b5/2B1P1b1/2pQ1NB1/PP4PP/RN2K2R w KQ - 0 12	1398
3r4/p1pq1kpp/1b2b3/1Q2PpB1/8/2P2N2/PP4PP/RN2RK2 w - - 7 19	971
rn3rk1/pp3ppp/2p5/6N1/3P4/8/PP3PPP/R3K2R w KQ - 1 15	1398
8/Q6p/1p1k4/1p1Bn2r/6q1/6P1/3P3P/5RK1 w - - 2 26	1398
5rk1/4rp1p/1p4P1/2b1P1P1/q3BQ2/p7/P4P2/1RR3K1 b - - 0 32	1200
7Q/1ppk2p1/6q1/3P4/2P2p2/1P1npNP1/P4nK1/R4R2 w - - 0 35	1080
1r4k1/pr2pp2/2p3p1/q1p1P1Bp/2b1P2P/2P5/P2Q1PP1/R2R2K1 w - - 4 19	1398
rn2kbnr/pp2p1p1/2p2pq1/8/3PR3/1PN2N1p/P1P2PBP/R1BQ2K1 w kq - 0 13	1083
4r3/p5R1/1p2r3/8/3B1kpR/2P2p2/1PK1p3/8 b - - 3 40	870
r1b1Q1k1/pp3ppp/2nq4/3B4/8/5N2/PP3PPP/R5K1 b - - 1 16	870
6r1/7k/4R3/p7/P3P2q/4P1p1/1Q4P1/6K1 w - - 2 43	1398
3r1r2/pp4k1/2q2pp1/2bN1p2/8/2Q5/PPP2PPP/2KRR3 w - - 0 21	1398
r3r1k1/p4pb1/2p4p/1qPp4/6PN/P7/1P3QP1/2KR3R w - - 3 24	1378
r4rk1/1pp3b1/p2p2pp/3Pp1qn/2P1Pp2/2N2BP1/PP1Q1PKP/R4R2 w - - 1 19	1398
6r1/1pp4p/p1b4k/3N4/3Q1p2/7q/PPP2P1N/R3R1K1 w - - 4 24	857
6rk/pR4p1/7p/5q2/8/5n2/PP3PQP/3R3K w - - 0 31	1154
3r2k1/2p2p2/1pQ2bp1/3Pp2p/4P3/6PP/P2q1P2/1B3RK1 b - - 1 26	1398
r4rk1/p1p2pp1/3p1q1p/2pP4/2P2n2/1P1B1P2/P5PP/R2QR1K1 w - - 3 18	1398
8/1pp2kp1/p6p/P4K1P/1P4P1/8/8/8 b - - 1 38	1398
4r1k1/6p1/p1p4p/8/1P3Q2/P2q1P2/4r1PP/R4R1K w - - 1 27	1398
5R2/p1k5/7r/2p5/2Pn4/P4Pp1/1R6/6K1 w - - 1 44	1398
2N5/3q1pk1/P5p1/1KQ1P3/7p/8/8/8 w - - 3 61	1385
6k1/2p3p1/3p1n2/1PpPq3/8/3Q3P/5P2/5BK1 b - - 0 50	1398
rn2k1nr/pp3ppb/2p1p3/q5pP/1bBP1PQ1/2N5/PPPB4/R3K1NR b KQkq - 1 12	1398
2r3k1/6p1/8/5Qp1/2q5/4BK2/2p2P2/7R w - - 4 42	1398
6k1/6p1/8/8/p2K1P2/1p1p2P1/Pn1N3P/8 w - - 0 40	1398
r1b2r1k/pp3pb1/1qnR1Npp/8/8/2N2Q2/PPP2PPP/2K2B1R w - - 5 15	1398
r1bq1rk1/2p2p1p/p3p1p1/1p2P3/8/1BPn2P1/PP1NQP1P/R4RK1 b - - 2 16	1358
5R2/3q2kp/p2Pr1p1/1p6/2pQ4/6KP/P5P1/8 b - - 18 38	910
5rk1/2p2ppp/p3p2B/1pn5/3P2Q1/2Pq3P/P1K2PP1/R3R3 w - - 4 25	1032
2r2rk1/pp1q1p1p/1n4p1/4R1B1/8/1bP4P/PP3PP1/R2Q2K1 w - - 0 20	1161
r5k1/p5pp/8/3p1p2/QPq1nB2/4P2P/P4PP1/5RK1 w - - 1 23	1087
r6r/3k2pp/p2bp3/2p2p1n/5P2/2P5/PP1N1P1P/R1BR2K1 b - - 1 16	1398
r2qk1nr/pp3ppp/8/2b1Pb2/1nPp4/1N3N2/P3PPPP/R1BQKB1R w KQkq - 4 9	1154
3r4/2R4p/3p1p1k/p2Pp1p1/KpQ1P3/1P6/P7/3q4 b - - 0 48	1196
1qr1rnk1/5pp1/b3p1n1/1NbpP1P1/1p1N1P2/1P1BB1Q1/P2R4/5RK1 w - - 5 31	1398
3r2k1/1p3ppp/p7/4bq2/1B2p3/4P1PP/PP2QPK1/R7 w - - 0 25	1276
r7/1k1K4/8/8/8/8/8/1R6 b - - 11 54	1314
r1b2rk1/pp4p1/3b1p1p/2q1p3/1nNp4/BP1P2P1/P1Q1RPBP/R5K1 w - - 2 20	1398
r1bq1rk1/p1p2pp1/1p1b1n1p/3P4/P2Q1Pn1/1BN2N2/1PP3PP/R1B2RK1 w - - 0 14	1398
2rr2k1/5pp1/4p1p1/1p1pQ1Pn/p1qR4/P1B4P/1PP2P2/2KR4 b - - 3 25	1398
2kr3r/ppp2p1p/5p2/4p3/3n2PP/P1QP1N2/qPP2P2/2KR3R w - - 1 16	1308
2r4k/pp5p/5ppq/4n3/2rRQP2/2N5/P5PP/1BR3K1 w - - 4 27	1290
3r3k/1p3pb1/6p1/p3n2p/4P3/P1NBKPP1/1P5P/2R5 w - - 3 26	1297
r1q2r1k/1pp1b1pp/p4p2/3Rp3/4N3/1QP2P2/PP4PP/3R2K1 b - - 1 22	1270
r3r1k1/pp1b1ppp/1n6/B2p2q1/3Nn3/P2BP2P/1P3PP1/RQ3RK1 w - - 0 18	1398
rq4k1/pp3p2/4b2p/6p1/1B6/5Q2/PP3PPP/2R3K1 w - - 4 25	1398
8/pp1r4/2b3kp/8/2P2Qp1/1P5P/P5r1/R4K2 w - - 0 33	1317
8/4Qp1k/p5pp/3bB3/5PP1/6KP/1Pq5/8 w - - 0 39	883
6k1/1pb5/2P3p1/2q3Pp/3pPp1Q/3P1P1B/r7/1R4K1 b - - 0 38	1398
8/b7/2pk4/P2p1p2/BP2pP1p/2P4P/4K3/8 b - - 0 49	1290
1r4k1/p1p2pp1/8/7P/1P4Q1/q3R2P/5P1K/8 b - - 1 30	1339
r3kb1r/1p1q1ppp/p2pb3/4p3/2N1n3/1P3NB1/PP3PPP/2RQ1RK1 w kq - 0 15	1398
2k4r/1pp1rpbp/p4qp1/3P4/1PQ1nP2/2N4P/PP1B2P1/1K1R3R w - - 3 23	1095
R1krr3/3n1ppp/8/1pp5/3p4/3K1N2/1PP2PPP/4R3 b - - 1 19	1378
r4r1k/1b3p1p/3q1P2/2b1p2N/p3n1Q1/3p4/BPP3PP/3R1R1K b - - 1 27	861
4Q1k1/5p1p/p5p1/P7/1bqr4/5B1P/3r1PP1/1R2R1K1 b - - 1 33	1148
2k5/7p/2p1RP2/p1pp4/2nP4/8/P3K2P/6r1 b - - 3 37	1398
r4b1r/ppp3pp/2n1Q3/2q1R1k1/5pP1/7P/PB3n1K/RN6 b - - 1 19	861
4r1k1/1p2nppp/4p1b1/q1bpP3/5PP1/5N2/2N1B1KP/2BQ1R2 w - - 1 22	1398
8/4N1kp/p2p2p1/1pp4P/5q2/3P1n1Q/PPP5/1K1n3R w - - 0 27	1310
r2qk2r/ppp2p1p/2nbpn2/5b2/2BP2p1/P1N1P2P/1P3PPN/R1BQ1RK1 w kq - 0 11	1398
r7/p1p1kp2/2p5/4p2q/4Pp1b/1P3Q1P/P1P3P1/R3B1K1 b - - 0 24	1039
8/pk1q2p1/1ppb4/5r1p/2NR4/1Q1Pr2P/PP4P1/2R3K1 b - - 1 27	1299
1k1r1r2/2q3p1/1p1bpn1p/p1p1p3/P1NnP3/1P1P1NQP/1BP3P1/R4RK1 w - - 2 20	1371
3r4/3nnk1p/2R1p1p1/3p1pP1/5P2/2qBQN1P/P7/1R4K1 b - - 0 24	1120
3b2k1/pp3pp1/2q1b2p/4pN2/1P2P3/P4Q1P/2B2PP1/6K1 w - - 0 31	1398
rn1qkb1r/pp2ppp1/2p2n2/4N3/2B3bp/8/PPPPNPPP/R1BQK2R b KQkq - 3 8	1478
r6k/pppnR1p1/8/7p/3P3r/2P4P/PP4P1/R5K1 b - - 1 23	1398
r4k2/1bp2p1p/7q/1p4p1/3pPP2/pPbP3P/B1P1Q2B/1NKRR3 w - - 0 25	1032
8/4n1K1/3kP1p1/1pp5/4R2N/1P5P/8/5r2 b - - 7 56	1398
rn1qkb1r/pp2pppp/8/3pN3/8/8/PPPPQPPP/R1B1K2R b KQkq - 0 8	1351
1r1r4/2q3bk/3p2pp/p2Qp3/nNN1Pp2/P6P/KP3PP1/3R3R w - - 0 28	1398
